OBJECTID,City,ZIP Code,LICENSED_CERTIFIED,FLAG,T18_19,FACID,FAC_STATUS_TYPE_CODE,ASPEN_FACID,CCN,TERMINAT_SW,PARTICIPATION_DATE,APPROVAL_DATE,NPI,CAN_BE_DEEMED_FAC_TYPE,CAN_BE_CERTIFIED_FAC_TYPE,DEEMED,AO_CD,DMG_EFCTV_DT,AO_TRMNTN_DT,AO_NAME,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,PARENT_FACID,FAC_FAC_RELATIONSHIP_TYPE_CODE,START_DATE,LICENSE_NUMBER,BUSINESS_NAME,LICENSE_STATUS_DESCRIPTION,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,HCAI_ID,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR,TYPE_OF_CARE,CRITICAL_ACCESS_HOSPITAL,DATA_DATE,x,y
125747,HUNTINGTON PARK,90255,LICENSED AND CERTIFIED,,,930000040,OPEN,CA930000040,050091,,1966-07-01T00:00:00,2023-07-27T00:00:00,1891059127,Y,Y,1,14,2023-01-16T00:00:00,,ACHC,COMMUNITY HOSPITAL OF HUNTINGTON PARK,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,81,2623 E SLAUSON AVE,2926,"HERNANDEZ, HECTOR",YVASQUEZ@PIPELINEHEALTH.US,(323) 587-0892,(323) 583-1931,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000038,"CHHP HOLDINGS II, LLC",ACTIVE,1957-12-31T00:00:00,2024-12-19T00:00:00,2025-12-18T00:00:00,LIMITED LIABILITY COMPANY,33.989526,-118.2242565,"(-118.2242565,33.989526)",106190197,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6493685.77661547,1818646.26980823
125748,SAN GABRIEL,91776,LICENSED AND CERTIFIED,,,930000041,OPEN,CA930000041,050132,,1966-07-01T00:00:00,,1275720377,Y,Y,1,1,2023-08-30T00:00:00,,JC,SAN GABRIEL VALLEY MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,187,438 W LAS TUNAS DR,1216,"TOY, JR. M.D., STANLEY",EILYN.CABALLERO@AHMCHEALTH.COM,(626) 570-6555,(626) 300-7888,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000041,AHMC SAN GABRIEL VALLEY MEDICAL CENTER LP,ACTIVE,1960-08-17T00:00:00,2024-12-22T00:00:00,2025-12-21T00:00:00,PARTNERSHIP,34.100802,-118.1058795,"(-118.1058795,34.100802)",106190200,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6529613.09682105,1859082.84280631
125750,WEST COVINA,91791,LICENSED ONLY,,,930000042,OPEN,CA930000042,,,,,,Y,Y,0,,,,,KINDRED HOSPITAL - SAN GABRIEL VALLEY,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,76,845 N LARK ELLEN AVE,1069,"BEYERSDORF, SUSAN",NORMAN.ANDREWS@KINDREDHEALTHCARE.COM,(626) 967-3809,(626) 339-5451,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,930000089,CONSOLIDATED,24-Feb-05,930000084,"SOUTHERN CALIFORNIA SPECIALTY CARE, LLC",ACTIVE,1961-07-27T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,LIMITED LIABILITY COMPANY,34.087068,-117.917244,"(-117.917244,34.087068)",106190458,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6586724.03017114,1854078.21436414
125751,MARINA DEL REY,90292,LICENSED AND CERTIFIED,,,930000044,OPEN,CA930000044,050740,,2004-11-19T00:00:00,2022-03-24T00:00:00,1942269725,Y,Y,1,1,2021-09-11T00:00:00,,JC,CEDARS-SINAI MARINA HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,103,4650 LINCOLN BLVD,6306,"LAGUNA-KENNEDY, JOANNE",JOANNE.LAGUNA@CSHS.ORG,,(310) 448-5261,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000096,CEDARS-SINAI MARINA HOSPITAL,ACTIVE,1970-04-17T00:00:00,2024-11-19T00:00:00,2025-11-18T00:00:00,NONPROFIT CORP,33.981741,-118.4400315,"(-118.4400315,33.981741)",106190500,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6428263.87268263,1816029.31014715
125752,LAKEWOOD,90712,LICENSED AND CERTIFIED,,,930000047,OPEN,CA930000047,050581,,1972-05-17T00:00:00,2023-08-17T00:00:00,1184655581,Y,Y,1,1,2023-08-05T00:00:00,,JC,UCI HEALTH-LAKEWOOD,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,172,3700 SOUTH ST,1419,"NARBUTAS, VIRGIS",REZAH1@HS.UCI.EDU,(562) 602-0083,(562) 602-6797,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000046,REGENTS OF THE UNIVERSITY OF CALIFORNIA,ACTIVE,1972-05-17T00:00:00,2024-05-31T00:00:00,2025-05-30T00:00:00,UC REGENT,33.859701,-118.148427,"(-118.148427,33.859701)",106190240,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6516602.86824839,1771357.44345431
125753,SANTA MONICA,90404,LICENSED AND CERTIFIED,,,930000049,OPEN,93000014286,050112,,1966-07-01T00:00:00,2021-08-17T00:00:00,1427055839,Y,Y,1,1,2021-05-15T00:00:00,,JC,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,281,1250 16TH ST,1249,"SPISSO, JOHNESE",JBERGEN@MEDNET.UCLA.EDU,(310) 794-3907,(310) 267-2041,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000146,REGENTS UNIVERSITY OF CALIFORNIA HEALTH SCIENCES & SERVICES,ACTIVE,1946-01-01T00:00:00,2024-11-09T00:00:00,2025-11-08T00:00:00,UC REGENT,34.02752368,-118.4861649,"(-118.4861649,34.027523676)",106190687,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6414358.46118905,1832754.80523939
125755,PANORAMA CITY,91402,LICENSED AND CERTIFIED,,,930000050,OPEN,CA000000050,050137,,1966-07-01T00:00:00,2018-09-20T00:00:00,1558418863,Y,Y,1,1,2018-05-11T00:00:00,,JC,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,218,13652 CANTARA ST,5423,"APPLIN-JONES, CAMILLE",ALLEN.L.ZAGHIKIAN@KP.ORG,(818) 375-2610,(818) 375-3781,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000080,KAISER FOUNDATION HOSPITALS,ACTIVE,1963-06-21T00:00:00,2024-06-01T00:00:00,2025-05-31T00:00:00,NONPROFIT CORP,34.219737,-118.430838,"(-118.430838,34.219737)",106190432,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6431422.2508803,1902627.71372165
125756,DOWNEY,90241,LICENSED AND CERTIFIED,,,930000052,OPEN,CA000014385,050393,,1966-07-01T00:00:00,2023-06-30T00:00:00,1265433551,Y,Y,1,17,2023-04-21T00:00:00,,CIHQ,PIH HEALTH DOWNEY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,199,11500 BROOKSHIRE AVE,4917,"WEST, JAMES",JUDY.PUGACH@PIHHEALTH.ORG,(562) 789-4300,(562) 698-0811,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000048,PIH HEALTH DOWNEY HOSPITAL,ACTIVE,1969-09-18T00:00:00,2024-10-01T00:00:00,2025-09-30T00:00:00,NONPROFIT CORP,33.934302,-118.1309805,"(-118.1309805,33.934302)",106190243,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6521935.15974914,1798499.11981389
125757,LOS ANGELES,90023,LICENSED AND CERTIFIED,,,930000053,OPEN,CA930000053,050641,,1978-09-21T00:00:00,2022-03-23T00:00:00,1417957473,Y,Y,1,1,2021-08-27T00:00:00,,JC,EAST LOS ANGELES DOCTORS HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,102,4060 E WHITTIER BLVD,2526,"HERNANDEZ, HECTOR",HHERNANDEZ3@PIPELINEHEALTH.US,(323) 260-4274,(323) 260-4126,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000049,"ELADH, L.P.",ACTIVE,1949-08-15T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,PARTNERSHIP,34.023717,-118.18404,"(-118.18404,34.023717)",106190256,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6505899.73283055,1831064.29123197
125758,ENCINO,91436,LICENSED AND CERTIFIED,,,930000054,OPEN,CA930000054,050158,,1976-08-01T00:00:00,2024-03-12T00:00:00,1437322377,Y,Y,1,1,2023-10-06T00:00:00,,JC,ENCINO HOSPITAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,107,16237 VENTURA BLVD,2201,,EMGARCIA@PRIMEHEALTHCARE.COM,(818) 907-8630,(818) 995-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000051,"PRIME HEALTHCARE SERVICES-ENCINO, LLC",ACTIVE,1954-11-08T00:00:00,2024-06-01T00:00:00,2025-05-31T00:00:00,LIMITED LIABILITY COMPANY,34.157448,-118.4870655,"(-118.4870655,34.157448)",106190280,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6414314.68995114,1880037.49348223
125760,GLENDORA,91741,LICENSED AND CERTIFIED,,,930000056,OPEN,CA930000056,050597,,1973-03-28T00:00:00,,1992733513,Y,Y,1,1,2017-09-22T00:00:00,,JC,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,105,250 S GRAND AVE,4218,"CURRY, ROBERT H",RSHARMA@EMANATEHEALTH.ORG,(626) 859-5865,(626) 858-8536,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000052,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,ACTIVE,1973-03-26T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,34.132887,-117.8712405,"(-117.8712405,34.132887)",106190298,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6600631.8829328,1870767.24561857
125761,MONTEREY PARK,91754,LICENSED AND CERTIFIED,,,930000058,OPEN,CA930000058,050737,,2004-11-01T00:00:00,2023-03-08T00:00:00,1730171265,Y,Y,1,1,2022-11-12T00:00:00,,JC,GARFIELD MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,210,525 N GARFIELD AVE,1202,"VILLAFUERTE, HERBERT",HERBERT.VILLAFUERTE@AHMCHEALTH.COM,(626) 312-2500,(626) 573-2222,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000057,AHMC GARFIELD MEDICAL CENTER LP,ACTIVE,1946-01-01T00:00:00,2024-12-01T00:00:00,2025-11-30T00:00:00,PARTNERSHIP,34.067934,-118.1238795,"(-118.1238795,34.067934)",106190315,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6524149.10414013,1847127.79060097
125762,GLENDALE,91206,LICENSED AND CERTIFIED,,,930000059,OPEN,CA930000059,050239,,1966-07-01T00:00:00,2019-06-24T00:00:00,1831188275,Y,Y,1,1,2019-02-09T00:00:00,,JC,ADVENTIST HEALTH GLENDALE,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,415,1509 WILSON TER,4007,"ISSAI, ALICE H",OGANESA@AH.ORG,(818) 630-8645,(818) 409-8087,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000059,GLENDALE ADVENTIST MEDICAL CENTER,ACTIVE,1946-01-01T00:00:00,2024-06-01T00:00:00,2025-05-31T00:00:00,NONPROFIT CORP,34.150779,-118.230615,"(-118.230615,34.150779)",106190323,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6491892.90651356,1877333.55728906
125763,SOUTH EL MONTE,91733,LICENSED AND CERTIFIED,,,930000062,OPEN,CA93000062,050738,,2004-11-01T00:00:00,2023-10-12T00:00:00,1346232881,Y,Y,1,1,2023-04-19T00:00:00,,JC,GREATER EL MONTE COMMUNITY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,104,1701 SANTA ANITA AVE,3411,"TOY, JR. M.D., STANLEY",INEZ.ENGUIDANOS@AHMCHEALTH.COM,(626) 246-1664,(626) 579-7777,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000063,AHMC GREATER EL MONTE COMMUNITY HOSPITAL L.P.,ACTIVE,1974-07-01T00:00:00,2025-03-06T00:00:00,2025-11-30T00:00:00,PARTNERSHIP,34.047765,-118.0434375,"(-118.0434375,34.047765)",106190352,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6548508.21487063,1839767.62454706
125765,VALENCIA,91355,LICENSED AND CERTIFIED,,,930000063,OPEN,CA930000063,050624,,1975-08-03T00:00:00,2023-07-22T00:00:00,1780668434,Y,Y,1,1,2023-06-13T00:00:00,,JC,HENRY MAYO NEWHALL HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,334,23845 MCBEAN PKWY,2001,"KLOCKENGA, KEVIN",MILIANTAC@HENRYMAYO.COM,,(661) 713-1548,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000206,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,ACTIVE,1975-07-30T00:00:00,2024-11-30T00:00:00,2025-11-29T00:00:00,NONPROFIT CORP,34.39773,-118.553589,"(-118.553589,34.39773)",106190949,19,LOS ANGELES,6037,YES,,LEVEL II,,,2025-03-17T00:00:00,6394671.1039103,1967583.4387968
125766,LOS ANGELES,90028,LICENSED AND CERTIFIED,,,930000064,OPEN,CA930000064,050135,,1976-01-19T00:00:00,2023-09-14T00:00:00,1245224732,Y,Y,1,1,2023-02-18T00:00:00,,JC,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,100,6245 DE LONGPRE AVE,8253,"RAMIREZ, OMAR",NUNEZ.MARJORIE@SCHOSPITALS.COM,(323) 261-0809,(323) 462-2271,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000066,"SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC.",ACTIVE,1963-02-08T00:00:00,2024-05-24T00:00:00,2025-02-24T00:00:00,PROFIT CORP,34.096311,-118.325079,"(-118.325079,34.096311)",106190380,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6463248.31485271,1857590.74802148
125767,LOS ANGELES,90027,LICENSED AND CERTIFIED,,,930000065,OPEN,CA930000065,050063,,1966-07-01T00:00:00,2023-04-18T00:00:00,1922033547,Y,Y,1,1,2022-12-09T00:00:00,,JC,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,345,1300 N VERMONT AVE,6005,"YOO, JAMIE",JAMIE.YOO@HPMEDCENTER.COM,(323) 667-0654,(323) 913-4914,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000067,"CHA HOLLYWOOD MEDICAL CENTER, L.P.",ACTIVE,1946-01-01T00:00:00,2025-01-01T00:00:00,2025-12-31T00:00:00,PARTNERSHIP,34.096221,-118.290582,"(-118.290582,34.096221)",106190382,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6473692.22900422,1857526.01094623
125768,MISSION HILLS,91345,LICENSED AND CERTIFIED,,,930000066,OPEN,CA930000066,050278,,1966-07-01T00:00:00,2024-11-09T00:00:00,1477587632,Y,Y,1,1,2021-10-02T00:00:00,,JC,PROVIDENCE HOLY CROSS MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,330,15031 RINALDI ST,1207,"KLEIN, BERNARD",SHERIL.GARZON@PROVIDENCE.ORG,(818) 496-4477,(818) 496-4452,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000404,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,ACTIVE,,2024-05-01T00:00:00,2025-04-30T00:00:00,NONPROFIT CORP,34.279182,-118.460286,"(-118.460286,34.279182)",106190385,19,LOS ANGELES,6037,YES,,LEVEL II,,,2025-03-17T00:00:00,6422619.09985147,1924300.06571805
125770,LOS ANGELES,90017,LICENSED AND CERTIFIED,,,930000068,OPEN,CA930000068,050471,,1966-07-01T00:00:00,2019-07-17T00:00:00,1508859323,Y,Y,1,1,2019-03-23T00:00:00,,JC,PIH HEALTH GOOD SAMARITAN HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,380,1225 WILSHIRE BLVD,1901,"WEST, JAMES",JUDY.PUGACH@PIHHEALTH.ORG,(562) 789-4300,(562) 698-0811,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000071,PIH HEALTH GOOD SAMARITAN HOSPITAL,ACTIVE,1946-01-01T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,34.05328501,-118.265336,"(-118.265336,34.053285005)",106190392,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6481294.25481063,1841879.70103157
125771,COVINA,91723,LICENSED AND CERTIFIED,,,930000070,OPEN,CA930000070,050382,,1966-07-01T00:00:00,2023-07-06T00:00:00,1982629440,Y,Y,1,1,2023-04-15T00:00:00,,JC,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,138,210 W SAN BERNARDINO RD,1515,"SHARMA, RAJESH",RSHARMA@EMANATEHEALTH.ORG,(626) 859-5865,(626) 331-7331,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000131,EMANATE HEALTH MEDICAL CENTER,ACTIVE,1962-12-16T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,PROFIT CORP,34.08804,-117.893412,"(-117.893412,34.08804)",106190413,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6593939.64992622,1854438.73988982
125772,HARBOR CITY,90710,LICENSED AND CERTIFIED,,,930000071,OPEN,CA93000071,050411,,1966-07-01T00:00:00,2018-08-16T00:00:00,1336294040,Y,Y,1,1,2018-04-28T00:00:00,,JC,KAISER FOUNDATION HOSPITAL - SOUTH BAY,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,257,25825 S. VERMONT AVE,3518,"HARRIER, MARGIE",MERAY.F.EL-AHDAB@KP.ORG,(310) 517-2234,(310) 517-2657,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000079,KAISER FOUNDATION HOSPITALS,ACTIVE,1960-03-07T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,33.788979,-118.295478,"(-118.295478,33.788979)",106190431,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6471881.27527705,1745718.53836739
125773,LOS ANGELES,90027,LICENSED AND CERTIFIED,,,930000072,OPEN,CA930000072,050138,,1966-07-01T00:00:00,2022-05-11T00:00:00,1821143777,Y,Y,1,1,2021-11-13T00:00:00,,JC,KAISER FOUNDATION HOSPITAL - LOS ANGELES,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,492,4867 W SUNSET BLVD,5969,"ABABNEH, FAISAL",SHEETAL.X.PENDHARKAR@KP.ORG,(323) 783-1922,(323) 783-7240,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000077,KAISER FOUNDATION HOSPITALS,ACTIVE,1953-05-01T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,34.098318,-118.2956445,"(-118.2956445,34.098318)",106190429,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6472161.79308872,1858293.61472598
125775,DOWNEY,90242,LICENSED AND CERTIFIED,,,930000074,OPEN,CA930000074,050139,,1966-07-01T00:00:00,2022-03-23T00:00:00,1518012301,Y,Y,1,1,2021-12-17T00:00:00,,JC,KAISER FOUNDATION HOSPITAL-DOWNEY,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,424,9333 IMPERIAL HWY,2812,"WINNIK, MITCHELL",STEPHEN.C.CUTHBERTSON@KP.ORG,(562) 657-4007,(562) 657-1155,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000078,KAISER FOUNDATION HOSPITALS,ACTIVE,1965-07-16T00:00:00,2025-03-01T00:00:00,2026-02-28T00:00:00,NONPROFIT CORP,33.917526,-118.1288025,"(-118.1288025,33.917526)",106196403,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6522588.00883713,1792393.10577923
125776,LOS ANGELES,90034,LICENSED AND CERTIFIED,,,930000076,OPEN,CA930000076,050561,,1970-09-17T00:00:00,2018-04-19T00:00:00,1134274897,Y,Y,1,1,2018-01-27T00:00:00,,JC,KAISER FOUNDATION HOSPITAL-WEST LA,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,265,6041 CADILLAC AVE,1702,"ZIBARI, LILIT",TEQUA.S.MORRISON@KP.ORG,(323) 648-1378,(323) 857-3646,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000081,KAISER FOUNDATION HOSPITALS,ACTIVE,1974-09-16T00:00:00,2025-01-28T00:00:00,2025-11-15T00:00:00,NONPROFIT CORP,34.038405,-118.3750965,"(-118.3750965,34.038405)",106190434,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6448026.83939022,1836570.5275948
125777,PALMDALE,93551,LICENSED AND CERTIFIED,,,930000077,OPEN,CA930000077,050204,,1966-07-01T00:00:00,,1508856535,Y,Y,1,1,2023-03-11T00:00:00,,JC,PALMDALE REGIONAL MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,184,38600 MEDICAL CENTER DR,4483,"DEEB, NANA",DEBORAH.COCKERHAM@UHSINC.COM,(661) 382-5540,(661) 382-5000,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000085,LANCASTER HOSPITAL CORPORATION,ACTIVE,1964-03-16T00:00:00,2025-03-10T00:00:00,2026-01-31T00:00:00,PROFIT CORP,34.58392859,-118.1445469,"(-118.1445469,34.583928589)",106196405,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6518159.91237839,2034916.73687273
125778,TORRANCE,90503,LICENSED AND CERTIFIED,,,930000081,OPEN,CA930000081,050353,,1966-07-01T00:00:00,2023-12-04T00:00:00,1902844988,Y,Y,1,1,2023-10-03T00:00:00,,JC,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,327,4101 TORRANCE BLVD,4607,"OLNEY, GARRY",PLCMT.REGULATORY@PROVIDENCE.ORG,(310) 303-6123,(310) 303-6100,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000089,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,ACTIVE,1959-12-21T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,NONPROFIT CORP,33.83856,-118.3571595,"(-118.3571595,33.83856)",106190470,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6453202.61840872,1763823.1261739
125781,LOS ANGELES,90023,LICENSED AND CERTIFIED,,,930000085,OPEN,CA930000085,050663,,1983-10-19T00:00:00,2023-05-06T00:00:00,1922001809,Y,Y,1,1,2022-12-24T00:00:00,,JC,LOS ANGELES COMMUNITY HOSPITAL,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,91,4081 E OLYMPIC BLVD,3330,"LEVY, KEITH",DAVID.TOPPER@ALTAHOSPITALS.COM,(323) 261-0809,(323) 267-0477,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000039,"ALTA LOS ANGELES HOSPITALS, INC.",ACTIVE,1957-10-24T00:00:00,2024-03-15T00:00:00,2025-03-14T00:00:00,PROFIT CORP,34.0191,-118.1863665,"(-118.1863665,34.0191)",106190198,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6505191.65320997,1829385.37398614
125782,LOS ANGELES,90056,LICENSED AND CERTIFIED,,,930000088,OPEN,CA930000088,052032,,1992-01-29T00:00:00,2023-04-27T00:00:00,1447335146,Y,Y,1,1,2023-01-14T00:00:00,,JC,KINDRED HOSPITAL - LOS ANGELES,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,81,5525 W SLAUSON AVE,1047,"PEREZ, JASON",JASON.PEREZ@KINDRED.COM,(310) 337-2942,(310) 981-0601,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000053,"THC - ORANGE COUNTY, LLC",ACTIVE,1958-04-28T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,LIMITED LIABILITY COMPANY,33.989157,-118.3783815,"(-118.3783815,33.989157)",106190305,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6446964.14925839,1818652.04013789
125783,LA MIRADA,90638,LICENSED AND CERTIFIED,,,930000089,OPEN,CA930000089,052038,,1995-11-01T00:00:00,2018-02-09T00:00:00,1033294723,Y,Y,1,1,2017-06-17T00:00:00,,JC,KINDRED HOSPITAL - LA MIRADA,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,118,14900 IMPERIAL HWY,2172,"WOLFE, PHILIP",PHILLIP.WOLFE@KINDRED.COM,(562) 944-0325,(562) 944-1900,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000084,"SOUTHERN CALIFORNIA SPECIALTY CARE, LLC",ACTIVE,1961-07-27T00:00:00,2024-11-01T00:00:00,2025-10-31T00:00:00,LIMITED LIABILITY COMPANY,33.916284,-118.0133955,"(-118.0133955,33.916284)",106190449,19,LOS ANGELES,6037,,,,,,2025-03-17T00:00:00,6557602.41288956,1791916.34656215
125785,TARZANA,91356,LICENSED AND CERTIFIED,,,930000091,OPEN,CA93000091,050761,,2008-09-26T00:00:00,2023-09-14T00:00:00,1821250762,Y,Y,1,1,2023-04-05T00:00:00,,JC,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GACH,GENERAL ACUTE CARE HOSPITAL,NON-LTC,204,18321 CLARK ST,3501,"LYMBEROPOULOS, NICK",JENNIFER.CROOK@PROVIDENCE.ORG,(818) 708-5563,(818) 708-5652,200,LOS ANGELES,93,LA ACUTE/ANCILLARY,Y,,PARENT,,930000097,"TARZANA MEDICAL CENTER, LLC",ACTIVE,,2024-11-19T00:00:00,2025-11-18T00:00:00,LIMITED LIABILITY COMPANY,34.170507,-118.5320295,"(-118.5320295,34.170507)",106190517,19,LOS ANGELES,6037,YES,,,,,2025-03-17T00:00:00,6400737.00221156,1884858.79191048
